dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/TrainingHelperNextInputs/All	All	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 41, 41], '/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 128x1)', '(int32 1x1)'], ['(boolean 1x1)'], 1, 726, 816], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 41, 41]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_1_grad/Sum	Sum	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1)', '(int32 1x1 slot 1 slot )'], ['(128x128)'], 0, 28, 53]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/dropout/mul_grad/BroadcastGradientArgs/Enter_1	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 3]}
dynamic_seq2seq/decoder/output_projection/Tensordot	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(2432x17191)', '(int32 3x1)'], ['(19x128x17191)'], 0, 3, 7]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/MatMul/Enter_grad/b_acc	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x19x128)'], ['(128x19x128)'], 1, 1, 4]}
dynamic_seq2seq/SequenceMask/ExpandDims	ExpandDims	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 128x19)', '(int32 128x19 slot 1 slot )', '(int32 128x19 slot 2 slot )', '(int32 128x1 slot 3 slot )', '(int32 128x1 slot 4 slot )', '(int32 1x1)'], ['(int32 128x1)'], 1, 2, 18]}
dynamic_seq2seq/decoder/decoder/while/Switch_12	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 128x1)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(boolean 128x1)'], 1, 27, 94]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul_grad/BroadcastGradientArgs/StackPopV2	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 2x1)'], 0, 29, 77]}
gradients/dynamic_seq2seq/decoder/decoder/while/Exit_3_grad/b_exit	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 0, 1, 4]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/ExpandDims_grad/Reshape/StackPopV2/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 3]}
gradients/dynamic_seq2seq/decoder/decoder/while/Merge_5_grad/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(128x128)'], 0, 16, 43]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/dropout/mul_grad/BroadcastGradientArgs/StackPopV2_1	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 2x1)'], 1, 33, 82]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/assert_equal/Equal	Equal	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)', '(int32 1x1)'], ['(boolean 1x1)'], 0, 62, 93]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/Select_grad/zeros_like	ZerosLike	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 35, 35], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x19)'], ['(128x19)'], 0, 572, 669], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 35, 35]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/dropout/div	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 42, 42], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(1x1)'], ['(128x128)'], 0, 257, 309], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 42, 42]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/dropout/div_grad/BroadcastGradientArgs/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 0, 4, 6]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/dropout/mul_grad/BroadcastGradientArgs/StackPushV2	StackPushV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(int32 2x1)'], ['(int32 2x1)'], 1, 39, 106]}
dynamic_seq2seq/encoder/rnn/while/Exit_5/assert_shape/is_shape/all_equal	All	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 2x1)', '(int32 1x1)'], ['(boolean 1x1)'], 1, 28, 33], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
dynamic_seq2seq/decoder/attention/multi_rnn_cell/cell_1/basic_lstm_cell/bias/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(512x1)'], ['(512x1)'], 0, 1, 3]}
grad_norm	ScalarSummary	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(string 1x1)', '(1x1)'], ['(string 1x1)'], 0, 5, 7]}
gradients/dynamic_seq2seq/encoder/rnn/while/TensorArrayWrite/TensorArrayWriteV3_grad/TensorArrayReadV3/StackPopV2	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 1x1)'], 0, 37, 122]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/MatMul/Enter_grad/Add	Add	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 176, 176], '/job:localhost/replica:0/task:0/device:GPU:0': [['(256x512)', '(256x512)'], ['(256x512)'], 1, 163, 198], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 176, 176]}
edge_1903_dynamic_seq2seq/encoder/rnn/while/Exit_3/assert_shape/is_shape/all_equal/equal/MEMCPYHtoD	MEMCPYHtoD	{'/device:GPU:0/memcpy': [['(Transfer)'], ['(2 bytes)'], 0, 2, 2], '/device:GPU:0/stream:14': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_2_grad/BroadcastGradientArgs/StackPushV2	StackPushV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(int32 2x1)'], ['(int32 2x1)'], 1, 35, 76]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 37, 37], '/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1)', '(128x19)'], ['(128x19)'], 0, 339, 397], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 37, 37]}
Sum	Sum	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 128x19)', '(int32 128x19 slot 1 slot )', '(int32 128x19 slot 2 slot )', '(int32 128x1 slot 3 slot )', '(int32 128x1 slot 4 slot )', '(int32 1x1)'], ['(int32 1x1)'], 1, 9, 14]}
edge_1096_dynamic_seq2seq/encoder/rnn/while/LogicalAnd/MEMCPYDtoH	MEMCPYDtoH	{'/device:GPU:0/stream:15': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 32, 32], '/device:GPU:0/memcpy': [['(Transfer)'], ['(1 bytes)'], 0, 32, 32]}
IteratorGetNext/_50	Const	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(no input)'], ['(1x1)'], 0, 3, 6]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/MatMul/Enter_grad/Add	Add	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 170, 170], '/job:localhost/replica:0/task:0/device:GPU:0': [['(256x512)', '(256x512)'], ['(256x512)'], 0, 201, 259], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 170, 170]}
edge_830_dynamic_seq2seq/decoder/output_projection/Tensordot/GatherV2/MEMCPYHtoD	MEMCPYHtoD	{'/device:GPU:0/memcpy': [['(Transfer)'], ['(8 bytes)'], 0, 1, 1], '/device:GPU:0/stream:14': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1, 1]}
global_norm_1/L2Loss_13	L2Loss	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 63, 63], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x17191)'], ['(1x1)'], 0, 29, 31], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 63, 63]}
gradients/dynamic_seq2seq/decoder/decoder/TensorArrayStack/TensorArrayGatherV3_grad/TensorArrayScatter/TensorArrayScatterV3	TensorArrayScatterV3	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 50, 50], '/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(1x1 slot 1 slot )', '(int32 19x1)', '(19x128x128)', '(1x1)'], ['(1x1)'], 0, 206, 215], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 50, 50]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_2_grad/Mul_1/StackPopV2	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(128x128)'], 1, 32, 99]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/BiasAdd	BiasAdd	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 61, 61], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x512)', '(512x1)'], ['(128x512)'], 0, 192, 244], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 61, 61]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/dropout/mul_grad/Sum	Sum	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x256)', '(int32 1x1)', '(int32 1x1 slot 1 slot )'], ['(128x256)'], 1, 24, 49]}
gradients/dynamic_seq2seq/encoder/rnn/while/TensorArrayReadV3_grad/TensorArrayGrad/TensorArrayGradV3	TensorArrayGradV3	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(1x1)'], ['(tf_resource 1x1)', '(1x1 slot 1 slot )'], 1, 257, 353]}
gradients/dynamic_seq2seq/decoder/decoder/while/Switch_5_grad/b_switch	Merge	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(128x128)'], ['(128x128)', '(int32 1x1 slot 1 slot )'], 1, 50, 103]}
dynamic_seq2seq/encoder/rnn/while/GreaterEqual/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 128x1)'], ['(int32 128x1)'], 1, 1, 5]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul/Enter_grad/b_acc	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1)'], 0, 3, 4]}
dynamic_seq2seq/decoder/decoder/while/NextIteration_6	NextIteration	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 0, 18, 53]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/dropout/div_grad/Shape	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(int32 2x1)'], 1, 43, 84]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/concat_grad/ShapeN	ShapeN	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x256)', '(128x128)'], ['(int32 2x1)', '(int32 2x1 slot 1 slot )'], 0, 102, 242]}
dynamic_seq2seq/decoder/DeviceWrapperZeroState/AttentionWrapperZeroState/assert_equal/Assert/Assert/data_4	Const	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(no input)'], ['(string 1x1)'], 0, 2, 3]}
global_norm_1/L2Loss_6	L2Loss	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4, 4], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(1x1)'], 0, 14, 16], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4, 4]}
learning_rate_decay_cond/ExponentialDecay/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(1x1 slot 1 slot )'], 0, 2, 16]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul/Enter_grad/b_acc_1	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1)'], ['(1x1)'], 1, 1, 4]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul_grad/Shape	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(int32 1x1)'], 0, 15, 47]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_1_grad/Reshape_1	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 2x1)'], ['(128x128)'], 0, 19, 54]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_1_grad/Shape	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(int32 2x1)'], 1, 49, 93]}
dynamic_seq2seq/encoder/rnn/All	All	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 1x1)', '(int32 1x1)'], ['(boolean 1x1)'], 0, 3, 5]}
dynamic_seq2seq/decoder/transpose	Transpose	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/job:localhost/replica:0/task:0/device:GPU:0': [['(19x128x128)', '(int32 3x1)'], ['(128x19x128)'], 0, 18, 22], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/assert_positive/assert_less/Assert/Assert/_133	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no output info)'], ['(1x1)'], 1, 33, 159]}
dynamic_seq2seq/encoder/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/kernel/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(256x512)'], ['(256x512)'], 1, 0, 3]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Sigmoid_2	Sigmoid	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 42, 42], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 1, 169, 223], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 42, 42]}
global_norm_1/mul	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1)', '(1x1)'], ['(1x1)'], 1, 9, 11], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/dropout/mul_grad/Mul_1/StackPushV2	StackPushV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(128x256)'], ['(128x256)'], 1, 41, 118]}
dynamic_seq2seq/encoder/rnn/while/Exit_3/assert_shape/is_shape/all_equal/equal	Equal	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 2x1)', '(int32 2x1)'], ['(boolean 2x1)'], 1, 2, 5]}
gradients/Merge_2	Merge	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)', '(int32 1x1)'], ['(int32 1x1)', '(int32 1x1 slot 1 slot )'], 1, 59, 143]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/TrainingHelperNextInputs/cond/TensorArrayReadV3_grad/TensorArrayWrite/TensorArrayWriteV3/StackPopV2	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 1x1)'], 1, 53, 110]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_1_grad/BroadcastGradientArgs/StackPopV2	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 2x1)'], 0, 31, 78]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/TrainingHelperNextInputs/cond/TensorArrayReadV3_grad/TensorArrayWrite/TensorArrayWriteV3	TensorArrayWriteV3	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(1x1 slot 1 slot )', '(int32 1x1)', '(128x128)', '(1x1)'], ['(1x1)'], 0, 93, 166]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/MatMul/Enter_grad/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(256x512)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(256x512)'], 0, 12, 42]}
gradients/dynamic_seq2seq/encoder/rnn/while/Select_1_grad/zeros_like/StackPopV2	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(128x128)'], 0, 29, 82]}
dynamic_seq2seq/SparseSoftmaxCrossEntropyWithLogits/assert_equal/Assert/Assert/data_2	Const	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(no input)'], ['(string 1x1)'], 0, 1, 1]}
clip_by_global_norm/mul/x	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1)'], 3, 11, 20]}
gradients/dynamic_seq2seq/encoder/rnn/while/Exit_5_grad/b_exit	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 0, 1, 3]}
gradients/dynamic_seq2seq/encoder/rnn/TensorArrayStack/TensorArrayGatherV3_grad/TensorArrayScatter/TensorArrayScatterV3	TensorArrayScatterV3	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 47, 47], '/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(1x1 slot 1 slot )', '(int32 19x1)', '(19x128x128)', '(1x1)'], ['(1x1)'], 0, 135, 141], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 47, 47]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/concat_1	ConcatV2	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 93, 93], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(128x128)', '(int32 1x1)'], ['(128x256)'], 0, 403, 458], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 93, 93]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/dropout/mul_grad/Mul/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 1, 4, 6]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_1_grad/Mul/StackPushV2	StackPushV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(128x128)'], ['(128x128)'], 1, 29, 74]}
gradients/dynamic_seq2seq/encoder/rnn/while/TensorArrayReadV3/Enter_1_grad/NextIteration	NextIteration	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1)'], ['(1x1)'], 0, 14, 64]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Add_1_grad/Sum_1	Sum	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1)'], ['(128x128)'], 0, 28, 59]}
dynamic_seq2seq/encoder/rnn/while/Exit_2	Exit	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1)'], ['(1x1)'], 1, 0, 3]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/TrainingHelperNextInputs/cond/TensorArrayReadV3_grad/TensorArrayGrad/TensorArrayGradV3/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(1x1 slot 1 slot )'], ['(tf_resource 1x1)'], 0, 2, 7]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/TrainingHelperNextInputs/cond/Merge_grad/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)'], ['(tf_resource 1x1)'], 0, 4, 6]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/Select_grad/Select/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 4]}
clip_by_global_norm/truediv/x	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1)'], 1, 1, 4]}
dynamic_seq2seq/decoder/attention/attention_layer/kernel	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(256x128)'], 1, 3, 6]}
dynamic_seq2seq/SparseSoftmaxCrossEntropyWithLogits/Shape_3	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(19x128x17191)'], ['(int32 3x1)'], 0, 3, 5]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/SequenceMask/Range	Range	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)', '(int32 1x1)', '(int32 1x1)'], ['(int32 19x1)'], 0, 62, 111]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/dropout/mul_grad/Reshape	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 2x1)'], ['(128x128)'], 0, 15, 58]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul_grad/BroadcastGradientArgs/StackPushV2	StackPushV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(int32 2x1)'], ['(int32 2x1)'], 1, 40, 80]}
dynamic_seq2seq/decoder/DeviceWrapperZeroState/AttentionWrapperZeroState/MultiRNNCellZeroState/DeviceWrapperZeroState_1/DropoutWrapperZeroState/BasicLSTMCellZeroState/zeros/Const	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1)'], 1, 1, 5]}
